sentence,sentiment,char_len,word_len,digit_count,has_number,has_percent,has_currency
The dismissed staff members will now take the matter to court unless it can be settled outside .,negative,96,18,0,False,False,False
The dismissed staff members will now take the matter to court unless it can be settled outside .,negative,96,18,0,False,False,False
The dismissed staff members will now take the matter to court unless it can be settled outside .,negative,96,18,0,False,False,False
The dismissed staff members will now take the matter to court unless it can be settled outside .,neutral,96,18,0,False,False,False
"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",negative,164,29,16,True,False,False
"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",negative,164,29,16,True,False,False
"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",neutral,164,29,16,True,False,False
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",negative,147,25,2,True,False,False
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",negative,147,25,2,True,False,False
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",neutral,147,25,2,True,False,False
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,95,21,4,True,False,False
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,95,21,4,True,False,False
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,95,21,4,True,False,False
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",neutral,95,21,4,True,False,False
The operating margin came down to 2.4 % from 5.7 % .,negative,52,12,4,True,True,False
The operating margin came down to 2.4 % from 5.7 % .,negative,52,12,4,True,True,False
The operating margin came down to 2.4 % from 5.7 % .,negative,52,12,4,True,True,False
The operating margin came down to 2.4 % from 5.7 % .,neutral,52,12,4,True,True,False
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,74,14,2,True,False,False
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,74,14,2,True,False,False
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,74,14,2,True,False,False
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",neutral,74,14,2,True,False,False
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",negative,110,18,4,True,False,False
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",negative,110,18,4,True,False,False
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",neutral,110,18,4,True,False,False
The reduction notice applied to 17 people .,negative,43,8,2,True,False,False
The reduction notice applied to 17 people .,negative,43,8,2,True,False,False
The reduction notice applied to 17 people .,neutral,43,8,2,True,False,False
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative,110,21,5,True,False,False
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative,110,21,5,True,False,False
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative,110,21,5,True,False,False
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",neutral,110,21,5,True,False,False
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",negative,262,44,0,False,False,False
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",negative,262,44,0,False,False,False
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",negative,262,44,0,False,False,False
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",neutral,262,44,0,False,False,False
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,90,19,0,False,False,False
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,90,19,0,False,False,False
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,90,19,0,False,False,False
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,neutral,90,19,0,False,False,False
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,negative,108,23,9,True,True,False
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,negative,108,23,9,True,True,False
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,negative,108,23,9,True,True,False
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,neutral,108,23,9,True,True,False
They are also upset that some of the machinery and work is taken over to Poland .,negative,81,17,0,False,False,False
They are also upset that some of the machinery and work is taken over to Poland .,negative,81,17,0,False,False,False
They are also upset that some of the machinery and work is taken over to Poland .,neutral,81,17,0,False,False,False
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,120,21,7,True,False,False
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,120,21,7,True,False,False
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,120,21,7,True,False,False
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",neutral,120,21,7,True,False,False
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative,151,36,16,True,False,True
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative,151,36,16,True,False,True
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative,151,36,16,True,False,True
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,neutral,151,36,16,True,False,True
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",negative,124,25,0,False,False,False
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",negative,124,25,0,False,False,False
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",neutral,124,25,0,False,False,False
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",negative,106,20,6,True,True,False
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",negative,106,20,6,True,True,False
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",negative,106,20,6,True,True,False
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",neutral,106,20,6,True,True,False
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative,134,26,10,True,False,False
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative,134,26,10,True,False,False
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",negative,134,26,10,True,False,False
"YIT 's Baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",neutral,134,26,10,True,False,False
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,104,21,0,False,False,False
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,104,21,0,False,False,False
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",negative,104,21,0,False,False,False
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",neutral,104,21,0,False,False,False
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative,182,43,19,True,True,False
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative,182,43,19,True,True,False
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative,182,43,19,True,True,False
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,neutral,182,43,19,True,True,False
